SER_NUM	FROM_FIRST_TIME	BEFORE_US	TOT_MATCHED	BEFORE_US_PROMILE	MATCHED_FLG
10	301	22	7376	3.0	0
11	321	41	7376	5.6	0
1	0	35	4443	7.9	0
2	100	26	4545	5.7	0
3	110	45	4545	9.9	0
4	130	23	4545	5.1	0
5	160	23	4545	5.1	0
6	170	26	4584	5.7	0
7	291	34	4666	7.3	0
8	412	31	6666	4.7	1
1	0	37	5240	7.1	0
2	30	41	5240	7.8	0
3	40	19	5240	3.6	0
4	50	23	5240	4.4	0
5	171	43	5286	8.1	0
6	201	21	5330	3.9	0
7	373	49	7396	6.6	0
8	383	49	7533	6.5	0
1	0	22	13198	1.7	0
2	31	17	13276	1.3	0
3	51	43	13313	3.2	0
4	81	29	13313	2.2	0
5	101	43	13316	3.2	0
6	161	8	13400	0.6	0
7	181	17	13406	1.3	0
8	221	29	13406	2.2	0
9	281	43	13433	3.2	0
10	301	22	13484	1.6	0
11	311	24	13489	1.8	0
1	0	37	3799	9.7	0
2	10	43	3799	11.3	0
3	40	26	3817	6.8	0
4	50	25	3825	6.5	0
5	60	36	3839	9.4	0
6	80	40	3856	10.4	0
7	90	24	3856	6.2	0
8	100	30	3870	7.8	0
9	220	41	3890	10.5	0
10	350	33	3916	8.4	0
11	380	49	3916	12.5	0
12	390	44	3925	11.2	0
1	0	46	7258	6.3	0
2	50	44	7259	6.1	0
3	211	41	7408	5.5	0
4	372	46	7413	6.2	0
5	392	30	7413	4.0	0
1	0	19	3529	5.4	0
2	10	22	3529	6.2	0
3	80	48	3574	13.4	0
4	90	30	3574	8.4	0
5	130	4	3574	1.1	0
6	140	7	3574	2.0	0
7	161	4	3574	1.1	0
8	181	7	3574	2.0	0
9	211	35	3574	9.8	0
10	221	28	3615	7.7	0
1	0	22	8870	2.5	0
2	101	27	8912	3.0	0
3	141	25	8918	2.8	0
4	262	48	8918	5.4	0
5	282	41	8918	4.6	0
6	292	48	8918	5.4	0
1	0	30	9441	3.2	0
2	20	43	9447	4.6	0
3	60	22	9479	2.3	0
4	70	41	9479	4.3	0
5	80	31	9479	3.3	0
6	130	33	9479	3.5	0
7	201	27	9606	2.8	0
1	0	28	6323	4.4	0
2	40	41	6323	6.5	0
3	110	41	6323	6.5	0
4	231	19	6333	3.0	0
5	506	35	6340	5.5	0
6	526	42	6340	6.6	0
1	0	43	4705	9.1	0
2	40	28	4705	6.0	0
3	80	38	4705	8.1	0
4	90	49	4705	10.4	0
5	151	41	4799	8.5	0
6	201	41	4805	8.5	0
7	305	38	4805	7.9	0
8	325	45	4805	9.4	0
1	0	41	5681	7.2	0
1	0	21	3145	6.7	0
2	20	22	3145	7.0	1
3	233	31	3216	9.6	0
1	0	41	3305	12.4	0
1	0	18	3590	5.0	0
2	222	41	3670	11.2	0
1	0	41	3187	12.9	0
1	0	17	7545	2.3	0
2	10	17	7545	2.3	0
3	20	34	7555	4.5	0
4	51	22	7579	2.9	1
5	101	25	8036	3.1	0
6	141	29	8072	3.6	0
7	181	44	8076	5.4	0
8	231	38	8225	4.6	0
9	241	31	8233	3.8	0
10	311	31	8713	3.6	0
1	0	35	4187	8.4	0
2	40	32	4200	7.6	0
3	50	31	4200	7.4	0
4	70	45	4231	10.6	1
5	120	41	5302	7.7	0
1	0	5	3064	1.6	0
2	20	26	3064	8.5	0
3	41	24	3064	7.8	0
4	91	24	3064	7.8	0
5	111	24	3064	7.8	0
6	171	43	3064	14.0	0
1	0	9	4517	2.0	0
2	10	8	4527	1.8	0
3	40	31	4527	6.8	0
4	140	31	4527	6.8	0
5	200	41	4527	9.1	0
1	0	41	15045	2.7	0
2	41	42	15045	2.8	0
3	51	41	15045	2.7	0
4	91	45	15045	3.0	0
5	111	18	15054	1.2	0
6	141	18	15100	1.2	0
7	282	18	15292	1.2	0
8	303	17	15292	1.1	0
1	0	36	146769	0.2	0
2	31	30	147007	0.2	0
3	51	32	147235	0.2	1
4	262	46	155053	0.3	0
5	414	34	158681	0.2	0
1	0	42	3340	12.6	0
2	30	14	3340	4.2	0
3	50	14	3340	4.2	0
4	60	42	3340	12.6	0
5	80	14	3340	4.2	0
6	100	25	3359	7.4	0
7	110	19	3359	5.7	0
1	0	44	7939	5.5	0
2	150	42	8484	5.0	0
3	250	28	8646	3.2	0
4	260	27	8646	3.1	0
5	300	48	8655	5.5	0
1	0	18	11640	1.5	0
2	40	24	11640	2.1	0
3	50	31	11640	2.7	1
4	120	32	11764	2.7	0
5	180	34	11942	2.8	0
6	200	41	11942	3.4	0
7	230	34	11982	2.8	0
8	310	38	11994	3.2	0
1	0	42	3166	13.3	0
2	50	36	3166	11.4	0
3	60	43	3166	13.6	0
4	90	47	3166	14.8	0
5	110	48	3166	15.2	0
6	131	6	3166	1.9	0
7	170	8	3178	2.5	0
8	211	48	3182	15.1	0
9	261	48	3182	15.1	0
10	321	42	3182	13.2	0
11	341	31	3182	9.7	0
12	372	42	3182	13.2	0
13	402	38	3196	11.9	0
14	452	29	5162	5.6	0
1	0	24	27850	0.9	0
2	10	30	27874	1.1	0
3	140	31	27924	1.1	0
4	160	42	27934	1.5	1
5	301	30	28250	1.1	0
6	321	42	28250	1.5	1
1	0	41	8892	4.6	0
2	403	43	9110	4.7	0
3	423	45	9110	4.9	0
4	453	41	9110	4.5	0
1	0	22	3344	6.6	0
2	20	21	3344	6.3	0
3	30	30	3347	9.0	0
4	40	19	3347	5.7	0
5	50	49	3347	14.6	0
6	60	41	3347	12.2	0
7	71	19	3486	5.5	0
8	81	21	3486	6.0	1
9	181	30	3655	8.2	0
10	241	41	3923	10.5	0
11	251	20	3923	5.1	0
12	301	30	3923	7.6	0
13	311	30	3923	7.6	0
1	0	28	92242	0.3	0
2	21	17	92252	0.2	0
3	51	20	92474	0.2	0
4	61	31	92474	0.3	0
5	91	24	92841	0.3	0
6	151	45	93994	0.5	0
7	232	43	94105	0.5	0
8	282	41	94105	0.4	0
9	342	34	94232	0.4	0
10	393	41	94564	0.4	0
1	0	44	17408	2.5	0
2	101	48	17445	2.8	0
3	131	26	17484	1.5	0
4	232	48	17671	2.7	0
1	0	46	47534	1.0	0
2	50	31	47805	0.6	0
3	111	43	48432	0.9	0
4	232	20	48855	0.4	1
5	252	43	49223	0.9	0
6	302	40	49574	0.8	0
1	0	15	43740	0.3	0
2	30	43	43780	1.0	0
3	90	41	43828	0.9	0
4	151	24	44071	0.5	0
5	161	26	44071	0.6	0
6	211	27	44110	0.6	0
7	261	42	44111	1.0	0
1	0	41	23178	1.8	0
2	71	20	23185	0.9	0
3	91	11	23203	0.5	0
4	121	22	23226	0.9	0
5	172	41	23226	1.8	0
6	222	41	23226	1.8	0
7	262	31	23230	1.3	0
8	273	41	23230	1.8	0
1	0	36	136251	0.3	0
1	0	20	3614	5.5	0
2	20	19	3615	5.3	0
3	30	19	3615	5.3	0
4	181	48	3660	13.1	0
5	191	41	3660	11.2	0
1	0	45	19068	2.4	0
2	40	44	19091	2.3	1
3	50	45	19133	2.4	1
1	0	43	12130	3.5	0
2	30	31	12130	2.6	1
3	60	19	12550	1.5	0
4	80	19	12590	1.5	0
5	111	19	12590	1.5	0
6	201	41	12889	3.2	0
7	211	28	12889	2.2	0
8	282	35	13125	2.7	0
9	302	31	13165	2.4	0
10	352	34	14010	2.4	0
11	422	34	16110	2.1	0
12	442	32	17697	1.8	0
1	0	41	10630	3.9	0
2	80	46	11195	4.1	0
3	141	48	11423	4.2	0
4	151	41	11424	3.6	0
5	171	24	11444	2.1	0
6	261	21	11595	1.8	0
7	301	45	11737	3.8	0
1	0	41	11710	3.5	0
2	20	5	11790	0.4	0
3	30	26	11790	2.2	0
4	41	26	11790	2.2	1
5	50	29	11790	2.5	0
6	240	34	11930	2.8	0
7	300	31	11930	2.6	0
1	0	42	17679	2.4	0
2	20	41	17679	2.3	0
3	110	26	17680	1.5	0
4	130	26	17684	1.5	1
5	311	19	17692	1.1	0
1	0	27	14964	1.8	0
2	20	39	14964	2.6	0
3	70	22	14995	1.5	0
4	80	25	14995	1.7	0
5	150	21	15049	1.4	0
6	160	25	15049	1.7	0
7	320	26	15134	1.7	0
8	350	22	15138	1.5	0
9	380	28	15138	1.8	0
1	0	41	5292	7.7	0
2	10	23	5293	4.3	0
3	30	22	5293	4.2	1
4	161	38	5719	6.6	1
5	232	34	5936	5.7	0
6	252	27	5962	4.5	0
7	262	36	5981	6.0	0
1	0	28	5764	4.9	0
2	30	23	5764	4.0	0
3	50	41	5764	7.1	0
4	81	20	5764	3.5	0
5	121	30	5804	5.2	0
6	131	43	5808	7.4	0
7	161	30	5808	5.2	0
8	181	41	5808	7.1	0
9	201	45	5808	7.7	0
10	292	30	5820	5.2	0
1	0	41	3040	13.5	0
2	20	21	3060	6.9	0
3	40	28	3072	9.1	0
4	60	28	3076	9.1	0
5	70	31	3076	10.1	0
6	352	47	3649	12.9	0
1	0	43	3109	13.8	0
2	20	43	3109	13.8	0
3	40	43	3110	13.8	0
4	60	39	3118	12.5	0
5	100	18	3118	5.8	0
6	140	46	3146	14.6	0
7	211	30	3146	9.5	0
8	231	32	3146	10.2	0
9	241	43	3146	13.7	0
10	272	43	3146	13.7	0
11	292	43	3170	13.6	0
1	0	36	20573	1.7	0
2	40	41	20681	2.0	0
3	101	33	20699	1.6	0
4	131	26	20769	1.3	0
5	182	32	21136	1.5	0
6	232	30	21153	1.4	0
7	343	41	21219	1.9	1
8	414	31	21540	1.4	0
9	444	44	21618	2.0	0
10	494	41	21779	1.9	0
1	0	36	6615	5.4	0
2	101	41	6646	6.2	0
3	151	44	6646	6.6	0
4	202	44	6646	6.6	0
5	222	18	6646	2.7	0
6	262	24	6646	3.6	0
7	312	43	6652	6.5	0
8	383	43	6752	6.4	0
9	413	43	6752	6.4	1
1	0	41	4605	8.9	0
2	50	21	4691	4.5	0
3	70	21	4733	4.4	0
4	100	21	4733	4.4	0
5	120	39	4743	8.2	0
6	171	43	4747	9.1	0
7	221	43	4747	9.1	0
1	0	45	28250	1.6	0
2	102	40	28308	1.4	0
3	152	40	28311	1.4	1
4	414	31	29065	1.1	0
5	424	25	29071	0.9	0
1	0	46	4330	10.6	0
2	10	19	4330	4.4	0
3	30	43	4330	9.9	0
4	40	20	4330	4.6	0
5	70	20	4330	4.6	1
1	0	27	7755	3.5	0
2	30	41	7770	5.3	0
3	171	36	8147	4.4	1
4	504	42	9088	4.6	0
1	0	41	3243	12.6	0
2	10	29	3243	8.9	0
3	21	34	3243	10.5	0
4	31	29	3243	8.9	1
5	121	43	3434	12.5	0
6	232	41	3434	11.9	0
7	292	43	3434	12.5	0
1	0	20	8310	2.4	0
2	91	20	8319	2.4	0
3	121	36	8387	4.3	0
4	181	22	8751	2.5	0
1	0	32	4050	7.9	1
2	10	21	4050	5.2	1
3	180	17	4405	3.9	0
1	0	17	4560	3.7	0
2	10	21	4560	4.6	0
3	20	21	4560	4.6	0
4	30	17	4560	3.7	0
5	50	21	4560	4.6	0
6	140	11	4560	2.4	0
1	0	42	70227	0.6	0
2	140	45	72290	0.6	0
3	160	45	72309	0.6	1
1	0	43	3257	13.2	0
1	0	23	4283	5.4	0
2	11	43	4283	10.0	0
3	21	23	4283	5.4	0
4	51	16	4296	3.7	0
5	71	19	4296	4.4	0
6	81	16	4296	3.7	1
7	211	41	4367	9.4	0
8	281	31	4374	7.1	0
1	0	48	4411	10.9	0
2	20	41	4411	9.3	0
1	0	11	5025	2.2	0
2	10	14	5025	2.8	0
3	30	11	5025	2.2	0
4	110	20	5089	3.9	0
5	160	41	5164	7.9	0
6	180	30	5230	5.7	0
7	260	39	5279	7.4	0
8	280	28	5284	5.3	0
9	310	49	5367	9.1	0
1	0	22	4786	4.6	0
2	20	41	4793	8.6	0
3	130	41	5070	8.1	0
4	180	41	5115	8.0	0
1	0	36	13468	2.7	0
2	40	39	13543	2.9	1
3	161	36	13756	2.6	1
4	231	24	13887	1.7	0
5	241	41	13935	2.9	0
6	311	42	13989	3.0	0
1	0	41	13970	2.9	0
2	60	41	13985	2.9	0
3	151	47	14002	3.4	0
4	181	19	14018	1.4	0
5	362	31	14071	2.2	0
6	402	27	14111	1.9	0
1	0	25	18372	1.4	0
2	10	32	18372	1.7	0
3	101	24	18476	1.3	0
4	121	41	18540	2.2	0
5	171	31	18853	1.6	0
6	181	41	18853	2.2	1
7	292	49	18898	2.6	0
1	0	39	72311	0.5	1
2	40	28	72745	0.4	0
3	70	27	73569	0.4	0
4	90	34	78412	0.4	0
5	211	43	79579	0.5	0
6	241	34	80073	0.4	0
1	0	22	20181	1.1	1
2	50	22	20562	1.1	0
3	60	23	20653	1.1	0
4	151	38	21104	1.8	0
5	180	15	21116	0.7	1
6	361	31	21187	1.5	1
1	0	41	7073	5.8	0
2	131	39	7322	5.3	1
3	211	31	7609	4.1	0
4	221	21	7609	2.8	0
5	271	20	9614	2.1	0
1	0	14	5916	2.4	0
2	120	27	7026	3.8	0
3	131	31	7026	4.4	0
4	221	28	7054	4.0	0
1	0	30	21263	1.4	1
2	70	37	21722	1.7	0
3	80	30	21929	1.4	0
4	100	35	22049	1.6	1
5	220	33	22803	1.4	0
1	0	41	9466	4.3	0
2	80	35	9546	3.7	0
3	111	41	9883	4.1	0
4	192	39	10050	3.9	0
5	263	43	10247	4.2	0
6	303	32	10366	3.1	0
7	354	32	10366	3.1	0
8	404	32	10394	3.1	0
1	0	33	9940	3.3	0
2	70	10	10454	1.0	0
3	80	7	10454	0.7	0
4	130	30	10654	2.8	0
1	0	41	4510	9.1	0
2	40	29	4515	6.4	0
3	50	43	4520	9.5	0
4	120	42	4523	9.3	0
5	160	44	4523	9.7	0
6	280	22	6866	3.2	0
1	0	20	3515	5.7	0
1	0	11	4306	2.6	0
2	40	6	4306	1.4	0
3	81	44	4313	10.2	0
4	121	28	4313	6.5	0
5	131	43	4313	10.0	0
6	162	35	4313	8.1	0
7	182	41	4313	9.5	0
1	0	31	16912	1.8	0
2	20	14	16948	0.8	0
3	101	49	17025	2.9	0
4	121	39	17029	2.3	0
5	151	46	17043	2.7	0
6	212	25	17067	1.5	0
1	0	41	5095	8.0	0
2	61	43	5105	8.4	0
3	91	22	5105	4.3	0
4	152	27	5107	5.3	0
5	162	43	5107	8.4	0
6	172	35	5107	6.9	0
7	243	34	5107	6.7	0
8	313	41	5107	8.0	0
1	0	32	16450	1.9	1
2	150	41	16720	2.5	0
3	241	36	16758	2.1	0
4	271	42	16950	2.5	0
1	0	39	7839	5.0	0
2	50	44	7858	5.6	0
3	80	26	7875	3.3	0
4	110	41	7875	5.2	0
5	120	10	7899	1.3	0
6	150	6	7917	0.8	0
7	250	44	7924	5.6	0
8	281	43	7924	5.4	0
9	301	41	7924	5.2	0
10	351	41	7924	5.2	0
1	0	30	21859	1.4	0
2	10	41	21859	1.9	0
3	51	30	21859	1.4	0
4	61	41	21859	1.9	0
5	122	18	21864	0.8	1
1	0	27	4629	5.8	0
2	81	31	4633	6.7	0
3	121	41	4775	8.6	0
4	171	49	4885	10.0	0
5	192	32	4885	6.6	0
6	272	41	4885	8.4	0
7	322	48	4886	9.8	1
8	352	49	4890	10.0	0
9	382	5	5202	1.0	0
10	402	6	5202	1.2	0
11	432	46	5202	8.8	0
1	0	38	5258	7.2	0
2	81	41	5282	7.8	0
3	152	15	5283	2.8	0
4	263	38	5283	7.2	0
1	0	45	8045	5.6	0
2	10	41	8045	5.1	0
3	91	43	8198	5.2	0
4	162	30	8304	3.6	0
5	182	27	8362	3.2	0
6	192	31	8386	3.7	0
7	212	33	8586	3.8	0
8	262	33	8617	3.8	0
9	313	35	8639	4.1	0
1	0	14	4417	3.2	0
2	60	31	4454	7.0	0
3	171	42	4462	9.4	0
4	191	41	4462	9.2	0
5	242	41	4462	9.2	0
1	0	42	4231	9.9	1
2	151	42	4567	9.2	0
3	171	37	4586	8.1	0
1	0	48	4554	10.5	0
1	0	29	89260	0.3	1
1	0	3	4996	0.6	0
1	0	30	3828	7.8	0
2	27	40	3843	10.4	0
3	40	21	3881	5.4	0
4	76	41	3881	10.6	0
1	0	25	4633	5.4	0
1	0	41	10486	3.9	0
1	0	41	4569	9.0	0
2	80	20	4599	4.3	0
3	120	30	4599	6.5	0
1	0	42	3084	13.6	1
2	212	34	3121	10.9	0
3	242	39	3125	12.5	0
1	0	30	8401	3.6	0
1	0	31	84884	0.4	0
2	62	24	85381	0.3	0
3	82	45	85491	0.5	0
4	93	18	85627	0.2	0
5	188	49	86407	0.6	0
1	0	42	14355	2.9	0
2	31	21	14406	1.5	1
3	83	42	14547	2.9	0
4	113	25	14555	1.7	1
5	433	41	14808	2.8	0
1	0	43	6760	6.4	0
2	10	27	6760	4.0	0
3	20	32	6760	4.7	0
4	30	26	6760	3.8	1
5	116	47	6957	6.8	0
6	177	11	7001	1.6	0
7	237	13	7021	1.9	0
1	0	48	41725	1.2	0
2	40	19	41917	0.5	1
3	162	42	43208	1.0	0
4	184	48	43380	1.1	0
5	285	27	43423	0.6	0
6	336	31	43562	0.7	0
7	357	42	43598	1.0	0
1	0	31	76278	0.4	1
2	154	30	77504	0.4	0
3	205	35	77575	0.5	0
4	235	34	77880	0.4	0
1	0	20	4889	4.1	0
2	30	27	4929	5.5	0
3	60	21	4937	4.3	0
4	70	41	4937	8.3	0
5	90	20	4942	4.0	0
1	0	41	3005	13.6	0
2	61	41	3005	13.6	0
3	91	22	3005	7.3	0
4	111	41	3005	13.6	0
5	182	4	3081	1.3	0
6	212	46	3081	14.9	0
7	222	6	3081	1.9	0
8	262	41	3094	13.3	0
9	312	41	3094	13.3	0
1	0	22	8263	2.7	0
2	20	25	8388	3.0	0
3	60	41	8401	4.9	0
4	221	21	8454	2.5	0
5	231	26	8454	3.1	0
6	251	46	8454	5.4	0
1	0	19	4674	4.1	0
2	10	22	4685	4.7	0
3	40	30	4696	6.4	0
4	50	30	4696	6.4	0
1	0	30	27461	1.1	1
2	131	37	27805	1.3	1
3	173	25	27983	0.9	0
4	193	41	27986	1.5	0
5	212	24	27986	0.9	0
6	243	41	27990	1.5	1
1	0	41	7830	5.2	0
2	31	44	7845	5.6	0
3	61	22	7885	2.8	0
4	181	41	7885	5.2	0
5	211	31	7885	3.9	0
1	0	41	4025	10.2	0
2	60	22	4215	5.2	0
3	111	41	4428	9.3	0
1	0	29	8541	3.4	0
2	10	34	8541	4.0	0
3	50	29	8948	3.2	0
4	70	28	8951	3.1	0
5	80	31	8951	3.5	1
6	170	17	9166	1.9	0
7	180	27	9166	2.9	0
8	190	13	9166	1.4	0
9	203	27	9174	2.9	0
10	263	34	9194	3.7	0
11	273	42	9194	4.6	0
12	313	31	9195	3.4	0
13	343	43	9198	4.7	0
14	354	32	9198	3.5	0
1	0	44	7334	6.0	0
2	152	44	7371	6.0	0
3	222	32	7371	4.3	0
4	252	32	7379	4.3	0
5	302	44	7417	5.9	0
6	362	48	7429	6.5	0
7	402	42	7440	5.6	0
1	0	15	9191	1.6	0
2	131	29	9246	3.1	0
3	150	47	9246	5.1	0
4	170	30	9306	3.2	0
5	200	42	9326	4.5	0
6	250	48	9326	5.1	0
7	331	36	10264	3.5	0
1	0	30	5617	5.3	0
2	101	25	5652	4.4	0
3	121	45	5656	8.0	0
4	152	24	5656	4.2	0
5	172	9	5660	1.6	0
6	213	34	5711	6.0	0
7	222	44	5711	7.7	0
8	253	42	5711	7.4	0
1	0	22	29611	0.7	0
2	61	48	29612	1.6	0
1	0	22	3906	5.6	0
2	30	41	3906	10.5	0
3	81	41	3907	10.5	0
1	0	24	4244	5.7	0
2	10	41	4244	9.7	0
3	131	28	4288	6.5	0
4	202	22	4288	5.1	0
5	212	41	4288	9.6	0
6	312	44	4401	10.0	0
1	0	41	6676	6.1	0
2	51	45	6739	6.7	0
1	0	26	16648	1.6	0
2	10	43	16648	2.6	0
3	90	29	16665	1.7	0
4	140	13	16689	0.8	0
5	250	22	16753	1.3	0
6	410	43	16807	2.6	0
1	0	43	3147	13.7	0
2	71	41	3147	13.0	0
3	91	42	3147	13.3	0
4	121	46	3147	14.6	0
5	201	20	3193	6.3	0
6	241	41	3193	12.8	0
7	321	20	3193	6.3	0
8	331	45	3193	14.1	0
9	372	40	3193	12.5	0
1	0	30	6545	4.6	0
2	30	42	6551	6.4	0
3	140	41	6619	6.2	0
4	201	41	6619	6.2	0
5	221	33	6624	5.0	0
6	251	43	6624	6.5	0
7	362	41	6624	6.2	0
1	0	16	3179	5.0	0
2	20	17	3179	5.3	0
3	30	17	3179	5.3	0
4	41	17	3179	5.3	0
5	51	14	3179	4.4	0
1	0	41	5542	7.4	0
2	30	42	5628	7.5	0
3	72	42	5628	7.5	0
1	0	41	4317	9.5	0
2	101	24	4317	5.6	0
3	111	41	4317	9.5	0
4	252	31	4317	7.2	0
5	272	41	4317	9.5	0
6	302	31	4317	7.2	0
7	332	41	4317	9.5	0
1	0	42	5191	8.1	0
2	10	41	5191	7.9	0
3	130	41	5198	7.9	0
4	190	41	5211	7.9	0
5	240	41	5215	7.9	0
1	0	26	19196	1.4	0
2	40	35	19265	1.8	0
3	61	28	19273	1.5	1
4	123	30	19570	1.5	0
5	145	41	19588	2.1	0
6	165	33	19602	1.7	0
7	185	30	19661	1.5	0
8	205	41	19661	2.1	0
9	290	29	19662	1.5	0
1	0	40	19466	2.1	0
2	61	22	20092	1.1	1
3	151	43	20435	2.1	0
4	181	34	20676	1.6	0
5	191	41	20676	2.0	0
6	281	22	20835	1.1	0
7	361	31	21200	1.5	0
1	0	42	12635	3.3	0
2	10	42	12645	3.3	0
3	20	20	12645	1.6	0
4	162	49	13044	3.8	0
5	192	41	13054	3.1	0
1	0	36	98944	0.4	1
2	31	12	99238	0.1	0
3	51	28	99263	0.3	0
1	0	41	3052	13.4	0
2	61	43	3052	14.1	0
3	101	32	3052	10.5	0
4	132	6	3062	2.0	0
5	142	8	3062	2.6	0
6	172	45	3075	14.6	0
7	213	27	3075	8.8	0
8	223	31	3075	10.1	1
9	383	41	3315	12.4	0
10	414	20	3315	6.0	0
11	495	20	3315	6.0	0
1	0	29	18340	1.6	1
1	0	39	64878	0.6	1
2	152	43	68800	0.6	1
3	172	16	69340	0.2	1
1	0	41	14147	2.9	0
2	50	39	14242	2.7	0
3	101	44	14242	3.1	0
4	171	48	14242	3.4	0
5	181	11	14262	0.8	0
1	0	37	210257	0.2	1
2	30	33	220859	0.1	0
3	191	42	238932	0.2	1
1	0	22	41472	0.5	1
2	100	41	42575	1.0	0
3	232	42	43446	1.0	0
4	302	29	44490	0.7	1
1	0	31	53221	0.6	0
2	91	18	53393	0.3	0
3	131	46	53469	0.9	0
1	0	49	14464	3.4	0
2	20	42	14480	2.9	1
3	120	30	14535	2.1	0
4	161	41	14535	2.8	0
5	201	31	14547	2.1	0
6	231	31	14604	2.1	0
7	291	25	14649	1.7	0
1	0	49	12490	3.9	0
2	60	46	12625	3.6	0
3	110	35	12638	2.8	0
4	130	33	12648	2.6	0
5	201	31	12718	2.4	0
1	0	42	3533	11.9	0
1	0	21	3033	6.9	0
2	20	44	3033	14.5	0
3	30	41	3033	13.5	0
1	0	34	3445	9.9	0
2	25	47	4070	11.5	0
1	0	22	13590	1.6	0
2	70	23	13647	1.7	0
3	80	40	13648	2.9	0
4	180	30	13747	2.2	0
5	200	24	13797	1.7	0
6	250	22	15924	1.4	0
7	260	33	15940	2.1	0
8	280	41	15940	2.6	0
1	0	42	4290	9.8	0
2	50	46	4308	10.7	0
3	100	48	4308	11.1	0
4	191	33	4318	7.6	0
5	201	43	4318	10.0	0
6	342	43	5685	7.6	0
1	0	29	17658	1.6	0
2	20	22	17677	1.2	0
3	181	20	17859	1.1	1
4	222	33	18213	1.8	1
5	272	17	18330	0.9	0
6	323	22	18418	1.2	0
7	363	22	18513	1.2	0
8	453	29	18604	1.6	0
1	0	36	4862	7.4	0
2	30	32	4862	6.6	0
3	60	35	4862	7.2	0
4	71	41	4862	8.4	0
5	81	32	4862	6.6	0
6	121	41	4882	8.4	0
7	251	23	4902	4.7	0
1	0	35	3034	11.5	0
1	0	41	5620	7.3	0
2	50	41	5620	7.3	0
3	101	41	5652	7.3	0
4	111	27	5652	4.8	0
5	131	26	5652	4.6	0
6	161	21	5659	3.7	0
7	363	12	6231	1.9	0
8	393	8	7313	1.1	0
1	0	43	4236	10.2	0
2	10	20	4236	4.7	0
3	30	20	4236	4.7	0
4	40	20	4236	4.7	0
5	50	26	4238	6.1	1
6	130	17	4344	3.9	0
7	160	33	4344	7.6	0
1	0	25	11782	2.1	0
2	51	47	11858	4.0	0
3	131	6	12905	0.5	0
1	0	43	6265	6.9	0
2	10	18	6270	2.9	0
3	20	38	6271	6.1	0
4	50	18	6274	2.9	0
5	60	28	6274	4.5	0
6	90	21	6311	3.3	0
7	191	23	6314	3.6	0
8	211	41	6317	6.5	0
9	323	13	6509	2.0	0
1	0	41	3794	10.8	0
2	10	22	3844	5.7	0
3	20	21	3844	5.5	0
4	60	48	3893	12.3	0
5	110	30	3893	7.7	1
1	0	7	5086	1.4	0
2	71	41	5104	8.0	0
3	101	13	5104	2.5	0
4	111	23	5104	4.5	0
5	121	41	5104	8.0	0
6	171	20	5207	3.8	0
7	221	43	5207	8.3	0
8	262	34	5224	6.5	0
9	272	41	5224	7.8	0
1	0	31	17213	1.8	0
2	30	41	17221	2.4	0
3	50	46	17453	2.6	1
4	261	45	18178	2.5	1
5	361	42	18425	2.3	0
1	0	35	8202	4.3	0
2	30	41	8204	5.0	0
3	60	24	8224	2.9	0
4	90	21	8228	2.6	0
5	120	29	8235	3.5	0
6	160	43	8235	5.2	0
7	200	37	8271	4.5	0
8	250	33	8287	4.0	0
9	260	41	8287	4.9	0
1	0	38	3110	12.2	0
2	30	22	3110	7.1	0
3	40	41	3127	13.1	0
4	90	41	3219	12.7	0
5	141	41	3220	12.7	0
6	161	20	3220	6.2	0
7	221	17	3239	5.2	0
1	0	41	3771	10.9	0
2	20	23	3771	6.1	0
3	40	23	3772	6.1	0
4	50	27	3772	7.2	0
5	70	23	3777	6.1	0
6	80	29	3777	7.7	0
7	110	41	3836	10.7	1
8	200	48	3942	12.2	0
9	210	33	3942	8.4	0
10	270	35	5982	5.9	1
1	0	41	6364	6.4	0
2	30	46	6436	7.1	0
3	70	36	6561	5.5	0
4	130	46	6644	6.9	0
5	160	25	6730	3.7	0
6	190	34	6771	5.0	0
7	210	34	6771	5.0	0
8	250	34	6771	5.0	0
1	0	43	3230	13.3	0
2	20	20	3230	6.2	0
3	40	21	3230	6.5	0
4	50	43	3230	13.3	0
5	70	20	3230	6.2	0
6	270	32	5778	5.5	0
1	0	29	7020	4.1	0
2	20	40	7060	5.7	0
3	30	33	7060	4.7	0
4	80	15	7078	2.1	0
5	90	28	7078	4.0	0
6	120	40	7078	5.7	0
7	190	39	11306	3.4	0
1	0	41	7266	5.6	0
2	70	38	7332	5.2	0
3	101	41	7336	5.6	0
4	361	30	7456	4.0	0
1	0	48	3559	13.5	0
2	10	5	3559	1.4	0
1	0	41	17977	2.3	0
2	60	41	18086	2.3	0
3	121	31	18725	1.7	0
4	261	27	21504	1.3	0
1	0	21	11867	1.8	0
2	70	44	12117	3.6	0
3	90	39	12304	3.2	0
1	0	21	6751	3.1	0
2	10	41	6751	6.1	0
3	120	41	6774	6.1	1
4	230	40	7041	5.7	1
5	330	40	7247	5.5	0
6	350	20	7247	2.8	0
7	380	40	7247	5.5	0
8	420	41	8575	4.8	0
9	440	40	9247	4.3	0
1	0	43	3580	12.0	0
2	10	43	3580	12.0	0
3	70	47	3580	13.1	0
1	0	22	24499	0.9	0
2	72	28	24709	1.1	1
3	113	6	25023	0.2	1
4	142	20	25188	0.8	0
5	263	33	25560	1.3	0
6	344	41	25964	1.6	0
7	404	31	26024	1.2	0
1	0	22	41555	0.5	0
